,movieId,genres,Title,year_released
5885,33166,"crime, drama",Crash ,2004
5886,33171,"drama, mystery",Mysterious Skin ,2004
5887,33188,"comedy, romance",Mischief ,1985
5888,33201,"drama, mystery, romance, thriller",Between Your Legs ,Entre las piernas (1999
5889,33237,"drama, musical, romance",San Francisco ,1936
5890,33294,"animation, fantasy, horror",Vampire Hunter D ,1985
5891,33310,"drama, romance","Common Thread, A ",a.k.a. Sequins (Brodeuses (2004
5892,33312,"comedy, musical","Cocoanuts, The ",1929
5893,33421,drama,Dear Wendy ,2005
5894,33435,documentary,Los Angeles Plays Itself ,2003
5895,33437,"action, crime, drama, thriller",Unleashed ,Danny the Dog (2005
5896,33493,"action, adventure, sci-fi",Star Wars: Episode III - Revenge of the Sith ,2005
5897,33495,comedy,Kicking & Screaming ,2005
5898,33499,"comedy, romance",Monster-in-Law ,2005
5899,33558,"adventure, drama","Snow Walker, The ",2003
5900,33564,comedy,Divorce - Italian Style ,Divorzio all'italiana (1961
5901,33615,"adventure, animation, children, comedy",Madagascar ,2005
5902,33629,"adventure, comedy",Airborne ,1993
5903,33639,"children, documentary",Mad Hot Ballroom ,2005
5904,33644,"horror, thriller",Dominion: Prequel to the Exorcist ,2005
5905,33646,"comedy, drama","Longest Yard, The ",2005
5906,33649,"comedy, drama, romance",Saving Face ,2004
5907,33660,"drama, romance",Cinderella Man ,2005
5908,33669,"adventure, comedy, drama","Sisterhood of the Traveling Pants, The ",2005
5909,33672,"action, comedy, drama",Lords of Dogtown ,2005
5910,33677,documentary,Rock School ,2005
5911,33679,"action, adventure, comedy, romance",Mr. & Mrs. Smith ,2005
5912,33681,"action, adventure, children, fantasy","Adventures of Sharkboy and Lavagirl 3-D, The ",2005
5913,33683,"horror, thriller",High Tension ,Haute tension (Switchblade Romance (2003
5914,33725,"comedy, drama, musical",It's All Gone Pete Tong ,2004
5915,33779,comedy,Eddie Izzard: Dress to Kill ,1999
5916,33781,"drama, romance",Quo Vadis ,1951
5917,33794,"action, crime, imax",Batman Begins ,2005
5918,33801,"action, adventure, fantasy, sci-fi",Godzilla: Final Wars ,Gojira: Fainaru uôzu (2004
5919,33815,"comedy, drama, romance","Perfect Man, The ",2005
5920,33826,"comedy, drama",Saint Ralph ,2004
5921,33830,"adventure, comedy, romance",Herbie: Fully Loaded ,2005
5922,33834,"action, horror, thriller",Land of the Dead ,2005
5923,33836,"comedy, fantasy, romance",Bewitched ,2005
5924,33838,documentary,Rize ,2005
5925,33880,"comedy, drama",Me and You and Everyone We Know ,2005
5926,33893,"comedy, crime, thriller","Perfect Crime, The ",Crimen Ferpecto (Ferpect Crime (2004
5927,33896,horror,3 Extremes ,Three... Extremes (Saam gaang yi (2004
5928,33903,"comedy, crime, drama, romance","Edukators, The ",Die Fetten Jahre sind vorbei (2004
5929,33966,comedy,Cop and ½ ,1993
5930,34018,"comedy, musical",At the Circus ,1939
5931,34048,"action, adventure, sci-fi, thriller",War of the Worlds ,2005
5932,34072,documentary,March of the Penguins ,"Marche de l'empereur, La (2005"
5933,34129,comedy,Rebound ,2005
5934,34143,"drama, horror, thriller",Dark Water ,2005
5935,34148,drama,"Beat That My Heart Skipped, The ","battre mon coeur s'est arrêté, De (2005"
5936,34150,"action, adventure, sci-fi",Fantastic Four ,2005
5937,34153,documentary,Murderball ,2005
5938,34162,"comedy, romance",Wedding Crashers ,2005
5939,34164,"comedy, drama",Happy Endings ,2005
5940,34271,"crime, drama",Hustle & Flow ,2005
5941,34292,"action, horror, sci-fi",Hardware ,1990
5942,34312,comedy,"Calcium Kid, The ",2004
5943,34319,"action, sci-fi, thriller","Island, The ",2005
5944,34321,"children, comedy",Bad News Bears ,2005
5945,34323,"action, crime, horror","Devil's Rejects, The ",2005
5946,34326,drama,Last Days ,2005
5947,34330,"drama, mystery",November ,2004
5948,34332,"action, adventure, children, comedy",Sky High ,2005
5949,34334,"action, adventure, sci-fi, thriller",Stealth ,2005
5950,34336,"comedy, romance",Must Love Dogs ,2005
5951,34338,"comedy, documentary","Aristocrats, The ",2005
5952,34359,comedy,Georgy Girl ,1966
5953,34397,"action, adventure, drama, thriller","Order, The ",2001
5954,34405,"action, adventure, sci-fi",Serenity ,2005
5955,34437,"comedy, drama",Broken Flowers ,2005
5956,34450,"action, comedy, crime, drama",Miracles - Mr. Canton and Lady Rose ,1989
5957,34482,drama,"Browning Version, The ",1951
5958,34520,"action, adventure, comedy","Dukes of Hazzard, The ",2005
5959,34523,"comedy, drama",The Chumscrubber ,2005
5960,34528,"comedy, drama",Junebug ,2005
5961,34530,comedy,Deuce Bigalow: European Gigolo ,2005
5962,34532,"drama, horror, mystery, thriller","Skeleton Key, The ",2005
5963,34534,"action, crime, drama",Four Brothers ,2005
5964,34536,"action, drama, war",The Great Raid ,2005
5965,34540,"comedy, drama",Pretty Persuasion ,2005
5966,34542,documentary,Grizzly Man ,2005
5967,34800,comedy,Private Resort ,1985
5968,34811,"action, crime, drama, thriller",Pusher II: With Blood on My Hands ,2004
5969,35015,"adventure, drama",Duma ,2005
5970,35347,"animation, drama",Animal Farm ,1954
5971,35807,comedy,"Teahouse of the August Moon, The ",1956
5972,35836,"comedy, romance","40-Year-Old Virgin, The ",2005
5973,35957,"horror, thriller",Red Eye ,2005
5974,36276,"drama, mystery, thriller",Hidden ,a.k.a. Cache (Caché (2005
5975,36289,"adventure, children, comedy, fantasy",Asterix & Obelix vs. Caesar ,Astérix et Obélix contre César (1999
5976,36363,"comedy, drama, sci-fi",Kin-Dza-Dza! ,1986
5977,36397,"adventure, animation, children, comedy, fantasy, war",Valiant ,2005
5978,36401,"comedy, fantasy, horror, thriller","Brothers Grimm, The ",2005
5979,36477,"comedy, drama, romance","Baxter, The ",2005
5980,36509,"action, adventure, horror, mystery, sci-fi, thriller","Cave, The ",2005
5981,36517,"drama, thriller","Constant Gardener, The ",2005
5982,36519,"action, crime, thriller",Transporter 2 ,2005
5983,36525,"comedy, fantasy, romance",Just Like Heaven ,2005
5984,36527,drama,Proof ,2005
5985,36529,"action, crime, drama, thriller, war",Lord of War ,2005
5986,36533,"drama, horror, mystery, thriller",Cry_Wolf ,a.k.a. Cry Wolf (2005
5987,36535,"comedy, drama",Everything Is Illuminated ,2005
5988,36537,"comedy, drama",Thumbsucker ,2005
5989,36708,"adventure, animation, comedy",Family Guy Presents Stewie Griffin: The Untold Story ,2005
5990,36850,"action, comedy, crime, thriller",Police Story 2 ,Ging chaat goo si juk jaap (1988
5991,36931,"action, crime, drama",New Police Story ,Xin jing cha gu shi (2004
5992,37211,"comedy, musical, western",Go West ,1940
5993,37240,documentary,Why We Fight ,2005
5994,37380,"action, horror, sci-fi",Doom ,2005
5995,37382,"crime, drama, thriller",Domino ,2005
5996,37384,comedy,Waiting... ,2005
5997,37386,"action, sci-fi",Aeon Flux ,2005
5998,37444,"comedy, horror, romance",Frankenstein 90 ,1984
5999,37475,drama,"Unfinished Life, An ",2005
6000,37477,"action, comedy, crime","Man, The ",2005
6001,37495,"fantasy, mystery, romance, thriller",Survive Style 5+ ,2004
6002,37545,drama,Woyzeck ,1979
6003,37720,"crime, drama, horror, thriller","Exorcism of Emily Rose, The ",2005
6004,37727,"action, drama, thriller",Flightplan ,2005
6005,37729,"animation, comedy, fantasy, musical, romance",Corpse Bride ,2005
6006,37731,"crime, drama",Green Street Hooligans ,a.k.a. Hooligans (2005
6007,37733,"action, crime, drama, thriller","History of Violence, A ",2005
6008,37736,drama,Oliver Twist ,2005
6009,37739,drama,"Greatest Game Ever Played, The ",2005
6010,37741,"crime, drama",Capote ,2005
6011,37830,"action, adventure, animation, fantasy, sci-fi",Final Fantasy VII: Advent Children ,2004
6012,37844,"comedy, drama, romance",Roll Bounce ,2005
6013,37853,"action, adventure, crime, thriller",Into the Blue ,2005
6014,37857,"adventure, children, drama, fantasy",MirrorMask ,2005
6015,38038,"adventure, animation, children, comedy",Wallace & Gromit in The Curse of the Were-Rabbit ,2005
6016,38061,"comedy, crime, mystery, thriller",Kiss Kiss Bang Bang ,2005
6017,38095,"action, crime, drama","Bittersweet Life, A ",Dalkomhan insaeng (2005
6018,38159,"drama, romance","Short Film About Love, A ",Krótki film o milosci (1988
6019,38164,"drama, romance","All This, and Heaven Too ",1940
6020,38198,documentary,Darwin's Nightmare ,2004
6021,38294,"action, adventure, drama, fantasy",Beowulf & Grendel ,2005
6022,38304,documentary,No Direction Home: Bob Dylan ,2005
6023,38388,drama,Goal! The Dream Begins ,Goal! (2005
6024,38583,"action, horror, sci-fi, thriller","Wraith, The ",1986
6025,38798,"comedy, drama",In Her Shoes ,2005
6026,38886,"comedy, drama","Squid and the Whale, The ",2005
6027,38992,drama,Two for the Money ,2005
6028,39183,"drama, romance",Brokeback Mountain ,2005
6029,39231,"comedy, drama, romance",Elizabethtown ,2005
6030,39234,drama,North Country ,2005
6031,39292,"crime, drama","Good Night, and Good Luck. ",2005
6032,39307,"children, drama",Dreamer: Inspired by a True Story ,2005
6033,39381,"crime, drama, western","Proposition, The ",2005
6034,39400,"action, horror, mystery, thriller","Fog, The ",2005
6035,39414,"comedy, drama, romance",Shopgirl ,2005
6036,39427,thriller,Stay ,2005
6037,39435,"action, adventure, drama, western","Legend of Zorro, The ",2005
6038,39444,"comedy, drama","Weather Man, The ",2005
6039,39446,"horror, thriller",Saw II ,2005
6040,39449,"comedy, drama, romance",Prime ,2005
6041,39516,drama,Don't Move ,Non ti muovere (2004
6042,39715,comedy,American Pie Presents: Band Camp ,American Pie 4: Band Camp (2005
6043,39801,"adventure, comedy, fantasy, horror","Great Yokai War, The ",Yôkai daisensô (2005
6044,39869,drama,Manderlay ,2005
6045,40148,"crime, drama, thriller",Revolver ,2005
6046,40278,"action, drama, war",Jarhead ,2005
6047,40339,"action, adventure, animation, children, comedy, sci-fi",Chicken Little ,2005
6048,40412,"crime, thriller",Dead Man's Shoes ,2004
6049,40414,"drama, war",Joyeux Noël ,Merry Christmas (2005
6050,40478,"horror, sci-fi, thriller",Night of the Lepus ,1972
6051,40491,"comedy, drama","Match Factory Girl, The ",Tulitikkutehtaan tyttö (1990
6052,40578,"action, drama",Sword of the Beast ,Kedamono no ken (1965
6053,40581,"comedy, romance",Just Friends ,2005
6054,40583,"drama, thriller",Syriana ,2005
6055,40597,"comedy, drama",One-Way Ticket to Mombasa ,Menolippu Mombasaan (2002
6056,40614,"drama, thriller",Derailed ,2005
6057,40617,"horror, thriller",Creep ,2004
6058,40629,"drama, romance",Pride & Prejudice ,2005
6059,40697,sci-fi,Babylon 5,
6060,40723,"crime, horror, thriller",Wolf Creek ,2005
6061,40732,"adventure, drama, horror, thriller","Descent, The ",2005
6062,40815,"adventure, fantasy, thriller, imax",Harry Potter and the Goblet of Fire ,2005
6063,40819,"drama, musical, romance",Walk the Line ,2005
6064,40826,"drama, musical, romance",Rent ,2005
6065,40851,"action, adventure, children, fantasy",Zathura ,2005
6066,40870,drama,C.R.A.Z.Y. ,2005
6067,40946,"comedy, musical",Sarah Silverman: Jesus Is Magic ,2005
6068,40955,"comedy, drama",Breakfast on Pluto ,2005
6069,40959,"action, comedy, crime, thriller","Ice Harvest, The ",2005
6070,40962,"comedy, romance","Yours, Mine and Ours ",2005
6071,40966,drama,"Libertine, The ",2004
6072,41014,"crime, horror, mystery, thriller","Bird with the Crystal Plumage, The ","Uccello dalle piume di cristallo, L' (1970"
6073,41285,"crime, drama, romance",Match Point ,2005
6074,41527,"crime, drama, thriller, war",Paradise Now ,2005
6075,41566,"adventure, children, fantasy","Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The ",2005
6076,41569,"action, adventure, drama, fantasy, thriller",King Kong ,2005
6077,41571,"drama, romance",Memoirs of a Geisha ,2005
6078,41573,"comedy, drama, romance","Family Stone, The ",2005
6079,41617,"crime, drama, romance",Havoc ,2005
6080,41627,"action, drama",Samurai Rebellion ,Jôi-uchi: Hairyô tsuma shimatsu (1967
6081,41712,"comedy, drama","Room for Romeo Brass, A ",1999
6082,41716,"comedy, drama, thriller","Matador, The ",2005
6083,41724,documentary,Wal-Mart: The High Cost of Low Price ,2005
6084,41769,"comedy, drama, romance",Mozart and the Whale ,2005
6085,41828,"comedy, war",Don't Look Now: We're Being Shot At ,La grande vadrouille (1966
6086,41863,"adventure, crime, drama","Three Burials of Melquiades Estrada, The ",2006
6087,41997,"action, crime, drama, thriller",Munich ,2005
6088,42002,"comedy, musical","Producers, The ",2005
6089,42004,"adventure, comedy, drama",Transamerica ,2005
6090,42007,"comedy, drama, romance",Rumor Has It... ,2005
6091,42009,"adventure, comedy",Cheaper by the Dozen 2 ,2005
6092,42011,"comedy, crime",Fun with Dick and Jane ,2005
6093,42013,comedy,"Ringer, The ",2005
6094,42015,"action, adventure, comedy, drama, romance",Casanova ,2005
6095,42018,"comedy, drama",Mrs. Henderson Presents ,2005
6096,42176,"drama, thriller","Ear, The ",Ucho (1970
6097,42191,"animation, children",Luxo Jr. ,1986
6098,42285,"horror, thriller","Dentist, The ",1996
6099,42418,"adventure, drama, romance","New World, The ",2005
6100,42422,"animation, drama, romance, sci-fi",Voices of a Distant Star ,Hoshi no koe (2003
6101,42556,"fantasy, mystery, western",7 Faces of Dr. Lao ,1964
6102,42559,"action, adventure, drama",Samurai Assassin ,Samurai (1965
6103,42602,documentary,"Boys of Baraka, The ",2005
6104,42632,"crime, drama, mystery, thriller",Lady Vengeance ,Sympathy for Lady Vengeance (Chinjeolhan geumjassi (2005
6105,42638,"comedy, drama",Grand Theft Parsons ,2003
6106,42718,"action, crime, sci-fi",District 13 ,Banlieue 13 (2004
6107,42723,horror,Hostel ,2005
6108,42725,comedy,Grandma's Boy ,2006
6109,42728,"drama, romance",Tristan & Isolde ,2006
6110,42730,drama,Glory Road ,2006
6111,42732,comedy,Last Holiday ,2006
6112,42734,"animation, children, comedy",Hoodwinked! ,2005
6113,42738,"action, fantasy, horror",Underworld: Evolution ,2006
6114,42740,comedy,Looking for Comedy in the Muslim World ,2005
6115,42761,"adventure, children, comedy, fantasy",Casper Meets Wendy ,1998
6116,42943,"adventure, drama, war",Revolution ,1985
6117,42946,"action, comedy",Project A ,'A' gai waak (1983
6118,43289,"adventure, comedy, drama, fantasy","Bird People in China, The ",Chûgoku no chôjin (1998
6119,43333,"drama, romance",Water ,2005
6120,43376,"drama, war",Sophie Scholl: The Final Days ,Sophie Scholl - Die letzten Tage (2005
6121,43396,drama,"World's Fastest Indian, The ",2005
6122,43419,"action, comedy, crime, western",Bandidas ,2006
6123,43460,"comedy, drama",Tristram Shandy: A Cock and Bull Story ,2005
6124,43549,"action, crime, drama, horror",Helter Skelter ,2004
6125,43556,drama,Annapolis ,2006
6126,43558,"action, comedy, crime",Big Momma's House 2 ,2006
6127,43560,"children, comedy, fantasy",Nanny McPhee ,2005
6128,43677,"drama, war","Tuskegee Airmen, The ",1995
6129,43679,"horror, mystery, thriller",Final Destination 3 ,2006
6130,43684,"comedy, drama, romance",Something New ,2006
6131,43708,"comedy, documentary",Block Party ,a.k.a. Dave Chappelle's Block Party (2005
6132,43744,"comedy, drama, romance",Imagine Me & You ,2005
6133,43836,"adventure, comedy, crime","Pink Panther, The ",2006
6134,43869,"adventure, animation, children, comedy",Curious George ,2006
6135,43871,"crime, drama, thriller",Firewall ,2006
6136,43904,"horror, thriller",When a Stranger Calls ,2006
6137,43908,drama,London ,2005
6138,43912,"crime, drama",Freedomland ,2006
6139,43914,drama,Winter Passing ,2005
6140,43917,"action, adventure, drama, romance",Eight Below ,2006
6141,43919,"comedy, romance",Date Movie ,2006
6142,43921,"action, crime, thriller",Running Scared ,2006
6143,43928,"action, fantasy, sci-fi, thriller",Ultraviolet ,2006
6144,43930,"comedy, romance",Just My Luck ,2006
6145,43932,"action, drama, fantasy, horror, mystery, sci-fi, thriller",Pulse ,2006
6146,43936,"crime, thriller",16 Blocks ,2006
6147,44004,"comedy, romance",Failure to Launch ,2006
6148,44020,"action, animation, children, sci-fi",Ultimate Avengers ,2006
6149,44022,"adventure, animation, children, comedy",Ice Age 2: The Meltdown ,2006
6150,44189,"drama, romance",Ask the Dust ,2006
6151,44191,"action, sci-fi, thriller, imax",V for Vendetta ,2006
6152,44193,"comedy, romance",She's the Man ,2006
6153,44195,"comedy, drama",Thank You for Smoking ,2006
6154,44197,"comedy, crime, drama",Find Me Guilty ,2006
6155,44199,"crime, drama, thriller",Inside Man ,2006
6156,44204,"crime, drama",Tsotsi ,2005
6157,44225,"children, comedy, fantasy",Aquamarine ,2006
6158,44238,"comedy, fantasy, horror",Leprechaun 2 ,1994
6159,44241,"comedy, fantasy, horror",Leprechaun 3 ,1995
6160,44243,"comedy, fantasy, horror, sci-fi",Leprechaun 4: In Space ,1997
6161,44301,"crime, drama",Lights in the Dusk ,Laitakaupungin valot (2006
6162,44397,"drama, horror, thriller","Hills Have Eyes, The ",2006
6163,44399,"adventure, children, comedy, fantasy","Shaggy Dog, The ",2006
6164,44511,documentary,Unknown White Male ,2005
6165,44555,"drama, romance, thriller","Lives of Others, The ",Das leben der Anderen (2006
6166,44597,"action, crime, mystery",Youth of the Beast ,Yaju no seishun (1963
6167,44613,drama,Take the Lead ,2006
6168,44633,documentary,"Devil and Daniel Johnston, The ",2005
6169,44657,drama,Mouchette ,1967
6170,44665,"crime, drama, mystery",Lucky Number Slevin ,2006
6171,44694,"comedy, drama",Volver ,2006
6172,44709,drama,Akeelah and the Bee ,2006
6173,44719,drama,Brainstorm ,2001
6174,44731,"horror, sci-fi, thriller",Stay Alive ,2006
6175,44759,"crime, drama, mystery, thriller",Basic Instinct 2 ,2006
6176,44761,"crime, drama, film-noir, mystery",Brick ,2005
6177,44773,"comedy, horror","Dead Hate the Living!, The ",2000
6178,44777,"comedy, horror, sci-fi",Evil Aliens ,2005
6179,44788,documentary,This Film Is Not Yet Rated ,2006
6180,44828,"comedy, horror, sci-fi",Slither ,2006
6181,44840,comedy,"Benchwarmers, The ",2006
6182,44849,"action, animation, film-noir, sci-fi, thriller",Renaissance ,2006
6183,44851,comedy,Go for Zucker! ,Alles auf Zucker! (2004
6184,44864,"comedy, drama, romance",Friends with Money ,2006
6185,44889,"comedy, drama, musical",Reefer Madness: The Movie Musical ,2005
6186,44929,"drama, romance",Candy ,2006
6187,44931,drama,Secrets of a Soul ,Geheimnisse einer Seele (1926
6188,44937,"crime, drama","Child, The ",L'enfant (2005
6189,44943,documentary,9/11 ,2002
6190,44972,"comedy, horror",Scary Movie 4 ,2006
6191,44974,"drama, thriller",Hard Candy ,2005
6192,45028,"comedy, drama, musical","Prairie Home Companion, A ",2006
6193,45062,"crime, drama, thriller","Sentinel, The ",2006
6194,45074,"adventure, animation, children, comedy, fantasy","Wild, The ",2006
6195,45081,"fantasy, horror, thriller",Silent Hill ,2006
6196,45106,"comedy, drama",American Dreamz ,2006
6197,45175,"comedy, drama",Kinky Boots ,2005
6198,45183,"action, comedy, crime, thriller","Protector, The ",a.k.a. Warrior King (Tom yum goong (2005
6199,45186,"action, adventure, thriller",Mission: Impossible III ,2006
6200,45208,"adventure, children, comedy",RV ,2006
6201,45210,"crime, drama",United 93 ,2006
6202,45221,comedy,Stick It ,2006
6203,45361,"drama, horror, mystery, thriller","American Haunting, An ",2005
6204,45382,"drama, romance",Down in the Valley ,2005
6205,45431,"adventure, animation, children, comedy",Over the Hedge ,2006
6206,45440,"comedy, drama",Art School Confidential ,2006
6207,45442,"action, adventure, thriller, imax",Poseidon ,2006
6208,45447,"drama, mystery, thriller","Da Vinci Code, The ",2006
6209,45499,"action, sci-fi, thriller",X-Men: The Last Stand ,2006
6210,45501,"comedy, drama, romance","Break-Up, The ",2006
6211,45503,drama,Peaceful Warrior ,2006
6212,45517,"animation, children, comedy",Cars ,2006
6213,45635,drama,"Notorious Bettie Page, The ",2005
6214,45648,"comedy, drama",Game 6 ,2005
6215,45658,drama,On a Clear Day ,2005
6216,45662,"horror, thriller","Omen, The ",2006
6217,45666,comedy,Nacho Libre ,2006
6218,45668,"drama, fantasy, romance","Lake House, The ",2006
6219,45672,"adventure, comedy, drama, fantasy, romance",Click ,2006
6220,45720,"comedy, drama","Devil Wears Prada, The ",2006
6221,45722,"action, adventure, fantasy",Pirates of the Caribbean: Dead Man's Chest ,2006
6222,45726,comedy,"You, Me and Dupree ",2006
6223,45728,comedy,Clerks II ,2006
6224,45730,"drama, fantasy, mystery",Lady in the Water ,2006
6225,45732,"comedy, fantasy, romance",My Super Ex-Girlfriend ,2006
6226,45880,"drama, romance",Marie Antoinette ,2006
6227,45928,documentary,Who Killed the Electric Car? ,2006
6228,45950,documentary,"Inconvenient Truth, An ",2006
6229,45969,"comedy, romance",Career Opportunities ,1991
6230,46062,"children, comedy, drama, musical, romance",High School Musical ,2006
6231,46105,"comedy, documentary, romance",I Am a Sex Addict ,2005
6232,46231,drama,Stoned ,2005
6233,46322,"action, drama",Jet Li's Fearless ,Huo Yuan Jia (2006
6234,46335,"action, crime, drama, thriller","Fast and the Furious: Tokyo Drift, The ","Fast and the Furious 3, The (2006"
6235,46337,"animation, children, comedy",Garfield: A Tail of Two Kitties ,2006
6236,46347,documentary,Metal: A Headbanger's Journey ,2005
6237,46367,"crime, thriller","Public Eye, The ",1992
6238,46530,"action, adventure, sci-fi, imax",Superman Returns ,2006
6239,46559,"drama, war","Road to Guantanamo, The ",2006
6240,46572,"drama, thriller",Edmond ,2005
6241,46574,comedy,"OH in Ohio, The ",2006
6242,46578,"adventure, comedy, drama",Little Miss Sunshine ,2006
6243,46664,"drama, mystery, thriller","Fallen Idol, The ",1948
6244,46723,"drama, thriller",Babel ,2006
6245,46772,comedy,Strangers with Candy ,2005
6246,46850,documentary,Wordplay ,2006
6247,46855,"action, drama, thriller, war",Army of Shadows ,L'armée des ombres (1969
6248,46862,drama,Orchestra Rehearsal ,Prova d'orchestra (1978
6249,46865,comedy,Little Man ,2006
6250,46948,"animation, children, fantasy, mystery",Monster House ,2006
6251,46965,"action, comedy, horror, thriller",Snakes on a Plane ,2006
6252,46967,"comedy, fantasy, mystery",Scoop ,2006
6253,46970,"action, comedy",Talladega Nights: The Ballad of Ricky Bobby ,2006
6254,46972,"action, comedy, fantasy, imax",Night at the Museum ,2006
6255,46974,drama,World Trade Center ,2006
6256,46976,"comedy, drama, fantasy, romance",Stranger than Fiction ,2006
6257,47044,"action, crime, drama, thriller",Miami Vice ,2006
6258,47099,drama,"Pursuit of Happyness, The ",2006
6259,47122,"comedy, romance",John Tucker Must Die ,2006
6260,47124,"adventure, animation, children, comedy, fantasy, imax","Ant Bully, The ",2006
6261,47200,"action, thriller",Crank ,2006
6262,47202,"drama, romance","Secret Life of Words, The ",2005
6263,47254,"action, crime, drama, thriller",Chaos ,2005
6264,47261,"fantasy, mystery, thriller","Night Listener, The ",2006
6265,47382,"drama, romance",Step Up ,2006
6266,47384,"adventure, comedy, drama, fantasy",Zoom ,2006
6267,47404,"adventure, animation, comedy, fantasy, romance, sci-fi",Mind Game ,2004
6268,47423,drama,Half Nelson ,2006
6269,47446,"drama, mystery, thriller","Moustache, La ",2005
6270,47465,"drama, fantasy, thriller",Tideland ,2005
6271,47491,"comedy, drama",Adam's Apples ,Adams æbler (2005
6272,47516,"children, comedy, drama",Material Girls ,2006
6273,47518,comedy,Accepted ,2006
6274,47538,"action, adventure, comedy, crime",Crime Busters ,1977
6275,47566,"crime, drama, film-noir",Born to Kill ,1947
6276,47610,"drama, fantasy, mystery, romance","Illusionist, The ",2006
6277,47629,drama,The Queen ,2006
6278,47640,comedy,Beerfest ,2006
6279,47644,drama,Invincible ,2006
6280,47646,"crime, drama, musical",Idlewild ,2006
6281,47721,"children, fantasy","Red Balloon, The ","Ballon rouge, Le (1956"
6282,47725,"comedy, drama, fantasy, romance",Angel-A ,2005
6283,47736,comedy,"Chump at Oxford, A ",1940
6284,47774,"comedy, fantasy","Icicle Thief, The ",Ladri di saponette (1989
6285,47793,"drama, romance","Puffy Chair, The ",2006
6286,47810,"horror, mystery, thriller","Wicker Man, The ",2006
6287,47894,"drama, war","Wind That Shakes the Barley, The ",2006
6288,47937,"comedy, horror, thriller",Severance ,2006
6289,47950,"crime, drama, mystery, thriller",Hollywoodland ,2006
6290,47952,"action, horror, thriller","Covenant, The ",2006
6291,47970,"comedy, drama","Last Kiss, The ",2006
6292,47978,drama,SherryBaby ,2006
6293,47997,"adventure, comedy, sci-fi, thriller",Idiocracy ,2006
6294,47999,"documentary, drama",Jesus Camp ,2006
6295,48001,"drama, romance","Bow, The ",Hwal (2005
6296,48032,"comedy, drama, romance, war","Tiger and the Snow, The ",La tigre e la neve (2005
6297,48043,"drama, fantasy, romance","Fountain, The ",2006
6298,48045,comedy,Fear City: A Family-Style Comedy ,La cité de la peur (1994
6299,48082,"comedy, drama, fantasy, romance","Science of Sleep, The ",La science des rêves (2006
6300,48142,"crime, drama, mystery, thriller","Black Dahlia, The ",2006
6301,48150,horror,"Woods, The ",2006
6302,48161,drama,Gridiron Gang ,2006
6303,48214,drama,Land of Plenty ,Angst and Alienation in America (2004
6304,48262,documentary,"Bridge, The ",2006
6305,48304,"adventure, drama, thriller",Apocalypto ,2006
6306,48319,"action, adventure, drama, war",Flyboys ,2006
6307,48322,"comedy, documentary",Jackass Number Two ,2006
6308,48326,drama,All the King's Men ,2006
6309,48342,"comedy, drama, romance",Conversations with Other Women ,2005
6310,48385,comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006
6311,48394,"drama, fantasy, thriller",Pan's Labyrinth ,"Laberinto del fauno, El (2006"
6312,48412,"action, adventure, drama","Guardian, The ",2006
6313,48414,"adventure, animation, children, comedy, imax",Open Season ,2006
6314,48416,"comedy, crime",School for Scoundrels ,2006
6315,48516,"crime, drama, thriller","Departed, The ",2006
6316,48518,"horror, thriller","Texas Chainsaw Massacre: The Beginning, The ",2006
6317,48520,comedy,Employee of the Month ,2006
6318,48560,"comedy, drama",Running With Scissors ,2006
6319,48593,"comedy, thriller",Man of the Year ,2006
6320,48596,"action, drama, thriller","Marine, The ",2006
6321,48598,drama,Infamous ,2006
6322,48638,"drama, romance",Fellini's Casanova ,Il Casanova di Federico Fellini (1976
6323,48649,"drama, war",Chapayev ,1934
6324,48678,"action, comedy, horror, thriller",Feast ,2005
6325,48696,"drama, romance",Little Children ,2006
6326,48698,documentary,Deliver Us from Evil ,2006
6327,48738,"drama, thriller","Last King of Scotland, The ",2006
6328,48741,documentary,"U.S. vs. John Lennon, The ",2006
6329,48744,"comedy, drama, romance",Shortbus ,2006
6330,48774,"action, adventure, drama, sci-fi, thriller",Children of Men ,2006
6331,48780,"drama, mystery, sci-fi, thriller","Prestige, The ",2006
6332,48783,"drama, war",Flags of Our Fathers ,2006
6333,48872,"film-noir, thriller",13 Tzameti ,2005
6334,48877,"crime, horror, thriller",Saw III ,2006
6335,48879,"drama, thriller",Catch a Fire ,2006
6336,48883,"crime, drama, mystery, thriller",Death of a President ,2006
6337,48982,"animation, comedy",Flushed Away ,2006
6338,48997,"crime, drama, thriller",Perfume: The Story of a Murderer ,2006
6339,49013,"comedy, fantasy","Santa Clause 3: The Escape Clause, The ",2006
6340,49110,"comedy, sci-fi",Mom and Dad Save the World ,1992
6341,49130,"comedy, drama, romance","Good Year, A ",2006
6342,49132,documentary,Shut Up & Sing ,2006
6343,49220,comedy,For Your Consideration ,2006
6344,49263,"comedy, documentary",Fuck ,2005
6345,49265,"documentary, drama, war",Shooting Dogs ,a.k.a. Beyond the Gates (2005
6346,49272,"action, adventure, thriller",Casino Royale ,2006
6347,49274,"adventure, animation, children, comedy, imax",Happy Feet ,2006
6348,49276,comedy,Let's Go to Prison ,2006
6349,49278,"action, sci-fi, thriller",Déjà Vu ,Deja Vu (2006
6350,49280,drama,Bobby ,2006
